captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,2,-,2,0,16112,必巡,曾瑋中,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,3,-,3,0,16821,運轉人生,邱軍,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,4,-,4,0,70292,人生的歌,黃乙玲,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,5,-,5,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,6,-,6,0,16012,閣愛妳一擺,茄子蛋,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,7,-,7,0,15053,浪流連,茄子蛋,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,8,↑,9,0,75565,夢中的情話,"江蕙, 阿杜",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,9,↓,8,0,74805,浪子回頭,茄子蛋,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,10,-,10,0,76176,愛到無命不知驚,王識賢,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,11,↑,13,0,76150,愛情限時批,"伍佰, 萬芳",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,12,↓,11,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,13,↑,15,0,77257,落雨聲,江蕙,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,14,↓,12,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,15,↑,18,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,16,-,16,0,71599,心裡有針,蕭煌奇,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,17,↑,19,0,75951,無字的情批,黃乙玲,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,18,↑,24,0,72710,上水的花,蕭煌奇,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,19,↓,17,0,73640,作陣彼一暝,阿吉仔,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,20,↑,23,0,73916,你講的話,江蕙,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,21,新進,,1,17499,山頂紅玫瑰,楊紫惠,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,22,↓,21,0,75668,傷心酒店,"施文彬, 江蕙",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,23,↓,20,0,17550,愛你若阮生命,"洪榮宏, 麗小花",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,24,↓,14,0,17542,大家來唱歌,"洪榮宏, 黃妃",
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,25,-,25,0,17507,菅芒花,麗蓉,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,26,↑,27,0,77226,愛甲超過,向蕙玲,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,27,↑,28,0,76058,追追追,黃妃,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,28,↑,30,0,77135,愛到才知痛,黃乙玲,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,29,↓,26,0,76124,家後,江蕙,
2026-06-01,台語點播週榜,2026-05-19,2026-05-25,30,↓,22,0,17536,男人嘸固定,楊紫惠,
